IP, IX_country, MM_country, IP_country, IP2_country, IX_city, MM_city, IP_city, IP2_city, IX_lat, MM_lat, IP_lat, ip2_lat, IX_long, MM_long, IP_long, IP2_long, IXMM_distance, IXIP_distance, IXIP2_distance, MMIP_distance, MMIP2_distance, IPIP2_distance, IXMMIPIP2_distance_agreement, IXMMIPIP2_country_agreement
184.105.213.118,US,US,JP,US,Chicago,,Tokyo,Fremont,41.88,37.751,35.621,37.51798,-87.63,-97.822,139.7463,-121.92949,10.996613342298,227.46242960694,34.575746307788,237.57784843055,24.108616144866,261.68266584786,0,0
184.105.41.74,US,US,US,US,Chicago,Woodbine,Woodbine,Neola,41.88,41.7373,41.7383,41.45208,-87.63,-95.7008,-95.7028,-95.61773,8.0720614424074,8.0740435179655,7.9991840883493,0.0022360679774978,0.29707082202734,0.29859469737422,1,1
199.212.172.154,CA,CA,CA,CA,Montreal,,Montréal,Toronto,45.51,43.6319,45.5088,43.645664,-73.55,-79.3716,-73.5878,-79.387695,6.1170488121316,0.037819042822371,6.1281670696809,6.0807150936382,0.021177741168492,6.0918025054594,1,1
66.28.4.134,US,US,US,US,Dallas,,Washington,Atlanta,32.78,37.751,38.9014,33.749,-96.8,-97.822,-77.0504,-84.38798,5.0749704432637,20.676514167528,12.44978720623,20.803432089922,14.017449745243,8.9658968327993,1,1
154.54.0.245,US,US,US,US,Los Angeles,,Washington,Washington,34.05,37.751,38.9014,38.901566,-118.25,-97.822,-77.0504,-77.05078,20.760553581251,41.484251495236,41.483893516168,20.803432089922,20.803061851775,0.00041467577696955,0,1
198.32.118.16,US,US,US,US,New York,,New York City,New York City,40.740697,37.751,40.7143,40.71427,-74.002089,-97.822,-74.006,-74.00597,24.006800040816,0.026685155611309,0.02671045656667,23.999645890929,23.999671957212,4.2426406869587E-5,1,1
154.54.12.134,US,US,US,US,Chicago,,Washington,Washington,41.88,37.751,38.9014,38.901566,-87.63,-97.822,-77.0504,-77.05078,10.996613342298,10.990905063733,10.990494297381,20.803432089922,20.803061851775,0.00041467577696955,1,1
65.19.100.161,US,US,US,US,Chicago,,Bethpage,Ashburn,41.88,37.751,40.7443,39.04372,-87.63,-97.822,-73.4821,-77.48749,10.996613342298,14.193410051852,10.531618742553,24.523266032484,20.375559426394,4.3514504924795,1,1
72.52.92.102,US,US,US,US,Chicago,,New York City,Fremont,41.88,37.751,40.7143,37.51798,-87.63,-97.822,-74.006,-121.92949,10.996613342298,13.673779012767,34.575746307788,23.999645890929,24.108616144866,48.029963099325,1,1
154.54.40.50,US,US,US,US,Newark,,Washington,Washington,40.74,37.751,38.9014,38.901566,-74.19,-97.822,-77.0504,-77.05078,23.820275921996,3.4003438237919,3.4005737428787,20.803432089922,20.803061851775,0.00041467577696955,1,1
64.230.95.201,CA,CA,CA,CA,Ottawa,,Ottawa,Ottawa,45.42,43.6319,45.4112,45.40242,-75.7,-79.3716,-75.6981,-75.65395,4.0838643672385,0.0090027773492427,0.049291570273231,4.0817288910461,4.117725414947,0.045014563199038,1,1
66.163.67.150,CA,CA,CA,CA,Calgary,Vancouver,Vancouver,Calgary,51.05,49.282,49.2497,51.050743,-114.06,-123.1103,-123.1193,-114.07595,9.2213748481449,9.2364493491817,0.015967296233242,0.033530433936947,9.2058639856642,9.22095087886,1,1
154.54.12.165,US,US,US,US,Chicago,,Washington,Washington,41.88,37.751,38.9014,38.901566,-87.63,-97.822,-77.0504,-77.05078,10.996613342298,10.990905063733,10.990494297381,20.803432089922,20.803061851775,0.00041467577696955,1,1
198.32.176.124,US,US,US,US,Palo Alto,,Palo Alto,Palo Alto,37.43,37.751,37.4419,37.44188,-122.14,-97.822,-122.143,-122.14302,24.32011852356,0.012272326592783,0.012257846466651,24.32296412467,24.322984377226,2.8284271251415E-5,1,1
64.125.30.56,US,US,US,US,Los Angeles,,Washington,Louisville,34.05,37.751,38.8951,39.96642,-118.25,-97.822,-77.0364,-105.1542,20.760553581251,41.497419425429,14.37024715363,20.817063485756,7.6595850159392,28.138201850552,0,1
64.230.77.104,CA,CA,CA,CA,Edmonton,,Edmonton,Calgary,53.57,43.6319,53.5501,51.05011,-113.52,-79.3716,-113.4687,-114.08529,35.565138185729,0.055024539979901,2.5825178404418,35.510321311557,35.497466290148,2.5749045085595,0,1
64.125.28.94,GB,US,US,US,London,,Houston,Chicago,51.51,37.751,29.7633,41.85003,-0.13,-97.822,-95.3633,-87.65005,98.656155129825,97.684698851867,88.051542703143,8.35754491343,10.966795965249,14.338175185685,0,0
64.230.122.249,CA,CA,CA,CA,Vancouver,,Vancouver,Vancouver,49.25,43.6319,49.2497,49.24966,-123.1,-79.3716,-123.1193,-123.11934,44.087821608353,0.019302331465397,0.01934298839373,44.106926124249,44.106960703785,5.6568542492782E-5,0,1
130.117.0.141,US,US,US,US,Atlanta,,Washington,Atlanta,33.76,37.751,38.9014,33.749,-84.39,-97.822,-77.0504,-84.38798,14.012376850485,8.9612344082721,0.011183934906817,20.803432089922,14.017449745243,8.9658968327993,1,1
66.163.66.54,CA,CA,CA,CA,Montreal,Vancouver,Toronto,Montreal,45.51,49.282,43.7001,45.50884,-73.55,-123.1103,-79.4163,-73.58781,49.703634878045,6.1391541518356,0.037827790049123,44.049100372312,49.666022109544,6.1026908874447,0,1
206.108.34.86,CA,CA,CA,CA,Toronto,,Toronto,Toronto,43.644671,43.6319,43.6404,43.649242,-79.384241,-79.3716,-79.3995,-79.39096,0.017969232649172,0.01584545745632,0.0081264384572849,0.029166076184501,0.025991432511507,0.012292785038386,1,1
199.212.172.158,CA,CA,CA,CA,Montreal,,Montréal,Toronto,45.51,43.6319,45.5088,43.645664,-73.55,-79.3716,-73.5878,-79.387695,6.1170488121316,0.037819042822371,6.1281670696809,6.0807150936382,0.021177741168492,6.0918025054594,1,1
64.230.50.224,CA,CA,CA,CA,Ottawa,,Ottawa,Thornhill,45.42,43.6319,45.4112,43.80011,-75.7,-79.3716,-75.6981,-79.4163,4.0838643672385,0.0090027773492427,4.0540016406139,4.0817288910461,0.1740479649407,4.0522366944812,1,1
64.86.115.10,CA,US,CA,CA,Vancouver,Miami,Vancouver,Vancouver,49.284451,25.7806,49.2497,49.284725,-123.112208,-80.1826,-123.1193,-123.11276,48.942642499806,0.035467287251776,0.00061626293089994,48.932186357243,48.943258265477,0.03563035538695,0,0
154.54.5.117,US,US,US,US,New York,,Washington,Washington,40.72,37.751,38.9014,38.901566,-74,-97.822,-77.0504,-77.05078,24.006304276169,3.5513724276679,3.5516138332814,20.803432089922,20.803061851775,0.00041467577696955,1,1
63.243.205.66,US,US,US,US,Los Angeles,,Los Angeles,San Jose,34.05,37.751,34.0522,37.229656,-118.25,-97.822,-118.2437,-121.786545,20.760553581251,0.006673080248278,4.7557715268252,20.753962328433,23.970215197686,4.7589891075691,1,1
199.167.20.25,CA,CA,US,CA,Vancouver,,Seattle,Vancouver,49.25,43.6319,47.6062,49.284836,-123.1,-79.3716,-122.3321,-123.1144,44.087821608353,1.8143177367815,0.03769491870266,43.143940718715,44.106555490767,1.8519751916524,0,0
64.230.79.139,CA,CA,CA,CA,Montreal,,Montréal,Ottawa,45.51,43.6319,45.5088,45.40242,-73.55,-79.3716,-73.5878,-75.65395,6.1170488121316,0.037819042822371,2.1066986160578,6.0807150936382,4.117725414947,2.0688867844568,1,1
64.230.170.178,CA,CA,CA,CA,Montreal,,Montréal,Quebec,45.51,43.6319,45.5088,46.81228,-73.55,-79.3716,-73.5878,-71.21454,6.1170488121316,0.037819042822371,2.6740057236289,6.0807150936382,8.755138193541,2.7076600853874,1,1
66.163.66.146,CA,CA,CA,CA,Montreal,Vancouver,Vancouver,Montreal,45.51,49.282,49.2497,45.50884,-73.55,-123.1103,-123.1193,-73.58781,49.703634878045,49.710168563182,0.037827790049123,0.033530433936947,49.666022109544,49.672553137117,0,1
198.32.118.17,US,US,US,US,New York,,Manhattan,New York City,40.72,37.751,40.7834,40.71427,-74,-97.822,-73.9663,-74.00597,24.006304276169,0.071800069637849,0.0082748897273653,24.047658352738,23.999671957212,0.079703612214254,1,1
64.125.31.66,US,US,US,US,San Jose,,Boston,Chicago,37.34,37.751,42.3584,41.85003,-121.89,-97.822,-71.0598,-87.65005,24.071508988844,51.077329321334,34.535699596264,27.155910656798,10.966795965249,16.598037086336,0,1
64.125.28.140,US,US,US,US,San Jose,,San Jose,Chicago,37.34,37.751,37.3394,41.85003,-121.89,-97.822,-121.895,-87.65005,24.071508988844,0.0050358713248018,34.535699596264,24.076518509951,10.966795965249,34.540735132585,1,1
64.59.178.133,CA,CA,CA,CA,Winnipeg,,Chestermere,Winnipeg,49.9,43.6319,51.0708,49.8844,-97.13,-79.3716,-113.6931,-97.14704,18.832149324227,16.604428754101,0.023102415458135,35.118408213642,18.843036470898,16.588539612745,0,1
89.149.185.10,US,FR,CA,DE,Washington,Longeville-en-Barrois,Montréal,Isenburg,38.9,48.7424,45.5088,50.48333,-77.04,5.2091,-73.5878,7.6,82.83590579314,7.4561331989175,85.42893616269,78.863220949756,2.957573342269,81.340056660669,0,0
154.54.27.169,US,US,US,US,Atlanta,,Washington,Washington,33.76,37.751,38.9014,38.901566,-84.39,-97.822,-77.0504,-77.05078,14.012376850485,8.9612344082721,8.9610184209584,20.803432089922,20.803061851775,0.00041467577696955,1,1
154.24.22.10,US,US,US,US,Atlanta,,Washington,Washington,33.76,37.751,38.9014,38.901566,-84.39,-97.822,-77.0504,-77.05078,14.012376850485,8.9612344082721,8.9610184209584,20.803432089922,20.803061851775,0.00041467577696955,1,1
64.230.79.173,US,CA,US,CA,New York,,New York City,Ottawa,40.72,43.6319,40.7143,45.40242,-74,-79.3716,-74.006,-75.65395,6.1100939575427,0.0082758685344786,4.9659447901583,6.107540676901,4.117725414947,4.9693267488564,1,0
184.105.250.14,US,US,US,CA,Chicago,,Chicago,Montreal,41.88,37.751,41.85,45.50884,-87.63,-97.822,-87.65,-73.58781,10.996613342298,0.036055512754647,14.503502326738,10.966831128453,25.445629220393,14.530392208805,1,0
66.163.73.130,CA,CA,CA,CA,Winnipeg,Winnipeg,Winnipeg,Winnipeg,49.9,49.8179,49.8844,49.8844,-97.13,-97.1535,-97.147,-97.14704,0.085397072549353,0.023072927859297,0.023102415458135,0.066816914026312,0.066813034656417,3.9999999998486E-5,1,1
64.125.27.61,US,US,US,US,New York,,Dallas,San Jose,40.72,37.751,32.7831,37.33939,-74,-97.822,-96.8067,-121.89496,24.006304276169,24.148290757319,48.014119979165,5.0705881808721,24.076478686754,25.498638559572,1,1
173.182.213.3,CA,CA,CA,CA,Edmonton,,Burnaby,Burnaby,53.57,43.6319,49.2302,49.232426,-113.52,-79.3716,-122.9952,-123.02326,35.565138185729,10.421769479316,10.446362947604,43.981353319901,44.00946843842,0.028148155818806,0,1
64.86.32.34,CA,US,CA,CA,Scarborough,,Toronto,Toronto,43.799505,37.751,43.7001,43.644897,-79.199788,-97.822,-79.4163,-79.3839,19.57986701967,0.23824105475128,0.24041809875299,19.343256791451,19.357209340621,0.064008836960224,1,0
154.54.25.18,US,US,US,US,New York,,Washington,Washington,40.72,37.751,38.9014,38.901566,-74,-97.822,-77.0504,-77.05078,24.006304276169,3.5513724276679,3.5516138332814,20.803432089922,20.803061851775,0.00041467577696955,1,1
64.230.50.225,CA,CA,CA,CA,Ottawa,,Ottawa,Thornhill,45.42,43.6319,45.4112,43.80011,-75.7,-79.3716,-75.6981,-79.4163,4.0838643672385,0.0090027773492427,4.0540016406139,4.0817288910461,0.1740479649407,4.0522366944812,1,1
154.54.10.206,US,US,US,US,New York,,Washington,Atlanta,40.72,37.751,38.9014,33.749,-74,-97.822,-77.0504,-84.38798,24.006304276169,3.5513724276679,12.510194622003,20.803432089922,14.017449745243,8.9658968327993,1,1
130.117.2.242,US,US,US,US,Atlanta,,Washington,New York City,33.76,37.751,38.9014,40.71427,-84.39,-97.822,-77.0504,-74.00597,14.012376850485,8.9612344082721,12.497597780126,20.803432089922,23.999671957212,3.5433108333591,1,1
154.54.11.62,US,US,US,US,New York,,Washington,Washington,40.72,37.751,38.9014,38.901566,-74,-97.822,-77.0504,-77.05078,24.006304276169,3.5513724276679,3.5516138332814,20.803432089922,20.803061851775,0.00041467577696955,1,1
206.108.34.207,CA,CA,CA,CA,Toronto,,Toronto,Toronto,43.644671,43.6319,43.6404,43.649242,-79.384241,-79.3716,-79.3995,-79.39096,0.017969232649172,0.01584545745632,0.0081264384572849,0.029166076184501,0.025991432511507,0.012292785038386,1,1
206.223.116.18,US,US,US,US,San Jose,,San Jose,San Jose,37.238699,37.751,37.3394,37.33939,-121.775876,-97.822,-121.895,-121.89496,23.959353658602,0.15598467481455,0.15594767243214,24.076518509951,24.076478686754,4.1231056253754E-5,1,1
89.149.182.237,US,FR,US,US,Seattle,Longeville-en-Barrois,New York City,Los Angeles,47.61,48.7424,40.7143,34.05223,-122.33,5.2091,-74.006,-118.24368,127.54412710341,48.813519177478,14.160195567693,79.620866973552,124.32373057609,44.736512028401,0,0
64.125.29.26,US,US,US,US,Chicago,,Seattle,New York City,41.88,37.751,47.6062,40.71427,-87.63,-97.822,-122.3321,-74.00597,10.996613342298,35.171367770532,13.673811461103,26.417228640605,23.999671957212,48.815095410147,0,1
154.54.13.94,US,US,US,US,Chicago,,Washington,Atlanta,41.88,37.751,38.9014,33.749,-87.63,-97.822,-77.0504,-84.38798,10.996613342298,10.990905063733,8.7535052796237,20.803432089922,14.017449745243,8.9658968327993,1,1
72.52.92.221,GB,US,FI,US,London,,Helsinki,Fremont,51.51,37.751,60.1695,37.51798,-0.13,-97.822,24.9354,-121.92949,98.656155129825,26.519072710221,122.600539917,124.78769329149,24.108616144866,148.60143765463,0,0
64.230.118.141,CA,CA,CA,CA,Calgary,,Calgary,Calgary,51.05,43.6319,51.0501,51.05011,-114.06,-79.3716,-114.0853,-114.08529,35.472712078019,0.025300197627688,0.025290239223857,35.497473979566,35.497466290148,1.4142135623196E-5,0,1
66.163.77.54,CA,CA,CA,CA,Winnipeg,Winnipeg,Vancouver,Calgary,49.9,49.8179,49.2497,51.050743,-97.13,-97.1535,-123.1193,-114.07595,0.085397072549353,25.997434576896,16.984976622137,25.972016111192,16.967298425652,9.22095087886,0,1
66.163.73.198,CA,CA,CA,CA,Winnipeg,Winnipeg,Winnipeg,Winnipeg,49.9,49.8179,49.8844,49.8844,-97.13,-97.1535,-97.147,-97.14704,0.085397072549353,0.023072927859297,0.023102415458135,0.066816914026312,0.066813034656417,3.9999999998486E-5,1,1
64.86.124.30,US,US,US,US,Chicago,Miami,Seattle,Seattle,41.853102,25.7806,47.6062,47.6157,-87.618817,-80.1826,-122.3321,-122.3445,17.709394224848,35.18678947042,35.200576636272,47.465115249096,47.480494980781,0.015620819440731,0,1
66.163.77.169,CA,CA,CA,CA,Winnipeg,Winnipeg,Vancouver,Calgary,49.9,49.8179,49.2497,51.050743,-97.13,-97.1535,-123.1193,-114.07595,0.085397072549353,25.997434576896,16.984976622137,25.972016111192,16.967298425652,9.22095087886,0,1
66.198.154.105,US,US,US,US,Sterling,,Ashburn,Ashburn,39.014693,37.751,39.0437,39.03408,-77.457883,-97.822,-77.4875,-77.4885,20.403288489553,0.041455671964161,0.036238880473884,20.375548177656,20.373942096129,0.0096718353997561,1,1
64.125.29.18,US,US,US,US,Chicago,,Chicago,New York City,41.88,37.751,41.85,40.71427,-87.63,-97.822,-87.65,-74.00597,10.996613342298,0.036055512754647,13.673811461103,10.966831128453,23.999671957212,13.691217523427,1,1
64.125.28.196,US,US,US,US,San Jose,,San Jose,Chicago,37.34,37.751,37.3394,41.85003,-121.89,-97.822,-121.895,-87.65005,24.071508988844,0.0050358713248018,34.535699596264,24.076518509951,10.966795965249,34.540735132585,1,1
64.125.30.249,US,US,US,US,Los Angeles,,New York City,Louisville,34.05,37.751,40.7143,39.96642,-118.25,-97.822,-74.006,-105.1542,20.760553581251,44.743093662486,14.37024715363,23.999645890929,7.6595850159392,31.157177146436,0,1
184.105.81.213,US,US,US,US,San Jose,,Denver,Fremont,37.34,37.751,39.7491,37.51798,-121.89,-97.822,-104.9946,-121.92949,24.071508988844,17.06629145333,0.18230836651125,7.4457097962518,24.108616144866,17.081229340024,1,1
64.230.87.251,CA,CA,CA,CA,Vanier,,Québec,Quebec,46.81,43.6319,46.8123,46.81228,-71.21,-79.3716,-71.2145,-71.21454,8.7585406415681,0.005053711507403,0.0050803543183569,8.7551827262485,8.755138193541,4.4721359548303E-5,1,1
66.163.77.29,CA,CA,CA,CA,Calgary,Winnipeg,Vancouver,Calgary,51.05,49.8179,49.2497,51.050743,-114.06,-97.1535,-123.1193,-114.07595,16.951336603938,9.2364493491817,0.015967296233242,25.972016111192,16.967298425652,9.22095087886,0,1
64.230.119.75,CA,CA,CA,CA,Calgary,,Calgary,Calgary,51.05,43.6319,51.0501,51.05011,-114.06,-79.3716,-114.0853,-114.08529,35.472712078019,0.025300197627688,0.025290239223857,35.497473979566,35.497466290148,1.4142135623196E-5,0,1
66.163.72.10,CA,CA,CA,CA,Victoria,Winnipeg,Vancouver,Nanaimo,48.42,49.8179,49.2497,49.16634,-123.37,-97.1535,-123.1193,-123.93601,26.253742526733,0.86674827949065,0.93669136629948,25.972016111192,26.790434343879,0.82095317387778,0,1
64.125.31.73,US,US,US,US,New York,,San Jose,Chicago,40.72,37.751,37.3394,41.85003,-74,-97.822,-121.895,-87.65005,24.006304276169,48.01415917581,13.696745336152,24.076518509951,10.966795965249,34.540735132585,0,1
154.54.30.54,US,US,US,US,Kansas City,,Washington,Washington,39.1,37.751,38.9014,38.901566,-94.58,-97.822,-77.0504,-77.05078,3.5114619462554,17.53072497417,17.53034311874,20.803432089922,20.803061851775,0.00041467577696955,1,1
64.230.94.170,CA,CA,CA,CA,Montreal,,Montréal,Trois-Rivieres,45.51,43.6319,45.5088,46.35006,-73.55,-79.3716,-73.5878,-72.54912,6.1170488121316,0.037819042822371,1.3066987326848,6.0807150936382,7.344019821324,1.3366280447454,1,1
66.163.65.17,US,CA,CA,CA,Chicago,Vancouver,Vancouver,Calgary,41.88,49.282,49.2497,51.050743,-87.63,-123.1103,-123.1193,-114.07595,36.244189770086,36.246419031126,27.990905640485,0.033530433936947,9.2058639856642,9.22095087886,0,0
184.105.80.201,US,US,US,US,Sterling,,Ashburn,Fremont,39.04,37.751,39.0373,37.51798,-77.49,-97.822,-77.4805,-121.92949,20.372818778952,0.0098762341000893,44.465546396514,20.382129180731,24.108616144866,44.474948513545,1,1
64.230.79.145,CA,CA,CA,CA,Montreal,,Montréal,Ottawa,45.51,43.6319,45.5088,45.40242,-73.55,-79.3716,-73.5878,-75.65395,6.1170488121316,0.037819042822371,2.1066986160578,6.0807150936382,4.117725414947,2.0688867844568,1,1
142.166.185.122,CA,CA,CA,CA,Dartmouth,Fredericton,Labrador City,Dartmouth,44.68,45.8122,52.9463,44.67134,-63.53,-66.6784,-66.9114,-63.57719,3.3457883077087,8.9311579120515,0.04797803351535,7.1379038806921,3.3044008539673,8.9214303407974,1,1
206.108.34.38,CA,CA,CA,CA,Toronto,,Toronto,Toronto,43.644671,43.6319,43.6404,43.649242,-79.384241,-79.3716,-79.3995,-79.39096,0.017969232649172,0.01584545745632,0.0081264384572849,0.029166076184501,0.025991432511507,0.012292785038386,1,1
206.126.236.18,US,US,US,US,Sterling,,Ashburn,Ashburn,39.014693,37.751,39.0853,39.04372,-77.457883,-97.822,-77.6452,-77.48749,20.403288489553,0.20018243413947,0.041462527395226,20.220870770815,20.375559426394,0.16309917381766,1,1
64.125.31.51,US,US,US,US,Chicago,,Chicago,Chicago,41.88,37.751,41.85,41.85003,-87.63,-97.822,-87.65,-87.65005,10.996613342298,0.036055512754647,0.036058333294819,10.966831128453,10.966795965249,5.8309518935278E-5,1,1
64.125.30.65,US,US,US,US,Houston,,Dallas,Louisville,29.76,37.751,32.7831,39.96642,-95.38,-97.822,-96.8067,-105.1542,8.3558030733138,3.3428440735398,14.131737149282,5.0705881808721,7.6595850159392,11.012758168252,1,1
66.163.69.65,CA,CA,CA,CA,Vancouver,Vancouver,Vancouver,Vancouver,49.25,49.282,49.2497,49.24966,-123.1,-123.1103,-123.1193,-123.11934,0.03361681127055,0.019302331465397,0.01934298839373,0.033530433936947,0.033579714114326,5.6568542492782E-5,1,1
67.69.246.122,CA,CA,CA,CA,Montreal,Toronto,Montréal,Toronto,45.51,43.6456,45.5088,43.70011,-73.55,-79.4569,-73.5878,-79.4163,6.1941468314854,0.037819042822371,6.139151203717,6.1577470758387,0.067968375734601,6.1026856191434,1,1
206.108.34.94,CA,CA,CA,CA,Toronto,,Toronto,Toronto,43.644671,43.6319,43.6404,43.649242,-79.384241,-79.3716,-79.3995,-79.39096,0.017969232649172,0.01584545745632,0.0081264384572849,0.029166076184501,0.025991432511507,0.012292785038386,1,1
154.54.31.250,US,US,US,US,Chicago,,Washington,Washington,41.88,37.751,38.9014,38.901566,-87.63,-97.822,-77.0504,-77.05078,10.996613342298,10.990905063733,10.990494297381,20.803432089922,20.803061851775,0.00041467577696955,1,1
64.230.118.140,CA,CA,CA,CA,Calgary,,Calgary,Calgary,51.05,43.6319,51.0501,51.05011,-114.06,-79.3716,-114.0853,-114.08529,35.472712078019,0.025300197627688,0.025290239223857,35.497473979566,35.497466290148,1.4142135623196E-5,0,1
142.166.149.93,CA,CA,CA,CA,Halifax,St. John's,Halifax,North Bay,44.67,47.57,44.6464,46.3168,-63.61,-52.781,-63.5729,-79.46633,11.210586113134,0.043970103479526,15.941616960299,11.180900794212,26.714740265421,15.980968472683,1,1
66.163.68.17,CA,CA,CA,CA,Victoria,Vancouver,Vancouver,Calgary,48.42,49.282,49.2497,51.050743,-123.37,-123.1103,-123.1193,-114.07595,0.90027112027433,0.86674827949065,9.6592015267593,0.033530433936947,9.2058639856642,9.22095087886,1,1
216.187.113.144,US,CA,US,US,Reston,,Washington,Rockville Centre,38.950654,43.6319,38.8951,40.665257,-77.397674,-79.3716,-77.0364,-73.63805,5.0803984062268,0.36552038245766,4.1321466659576,5.2811393922145,6.4555841170222,3.8317409264131,1,0
130.117.51.21,US,US,US,US,Atlanta,,Washington,New York City,33.76,37.751,38.9014,40.71427,-84.39,-97.822,-77.0504,-74.00597,14.012376850485,8.9612344082721,12.497597780126,20.803432089922,23.999671957212,3.5433108333591,1,1
130.117.15.178,US,US,US,US,Atlanta,,Washington,Washington,33.76,37.751,38.9014,38.901566,-84.39,-97.822,-77.0504,-77.05078,14.012376850485,8.9612344082721,8.9610184209584,20.803432089922,20.803061851775,0.00041467577696955,1,1
198.32.149.18,CA,US,US,US,Ottawa,,Houston,Houston,45.42,37.751,29.7396,29.739405,-75.7,-97.822,-95.446,-95.44438,23.41359530273,25.214667559974,25.213520205208,8.356309350425,8.3569570603435,0.0016316939051206,0,0
154.54.43.21,CA,US,US,US,Montreal,,Washington,Washington,45.51,37.751,38.9014,38.901566,-73.55,-97.822,-77.0504,-77.05078,25.481994917981,7.4783951567164,7.4784263412001,20.803432089922,20.803061851775,0.00041467577696955,0,0
72.52.92.86,US,US,DE,US,Sterling,,Frankfurt am Main,Fremont,39.04,37.751,50.1137,37.51798,-77.49,-97.822,8.7119,-121.92949,20.372818778952,86.910266340059,44.465546396514,107.24881444799,24.108616144866,131.24719023069,0,0
154.54.7.186,US,US,US,US,Chicago,,Washington,Washington,41.88,37.751,38.9014,38.901566,-87.63,-97.822,-77.0504,-77.05078,10.996613342298,10.990905063733,10.990494297381,20.803432089922,20.803061851775,0.00041467577696955,1,1
216.6.90.34,US,US,US,US,New York,,New York City,New York City,40.717855,37.751,40.7143,40.703873,-74.008879,-97.822,-74.006,-74.012184,23.997228180598,0.0045745673019369,0.014367301381959,23.999645890929,23.992223675766,0.012122878577304,1,1
64.230.125.185,US,CA,CA,CA,Sterling,,Ottawa,Ottawa,39.04,43.6319,45.3548,45.40242,-77.49,-79.3716,-75.5773,-75.65395,4.9624554577346,6.598114907305,6.6220440846388,4.1671449338846,4.117725414947,0.090237946009427,1,0
154.54.56.174,US,US,US,US,Atlanta,,Washington,Washington,33.76,37.751,38.9014,38.901566,-84.39,-97.822,-77.0504,-77.05078,14.012376850485,8.9612344082721,8.9610184209584,20.803432089922,20.803061851775,0.00041467577696955,1,1
66.28.4.170,US,US,US,US,Atlanta,,Washington,Atlanta,33.76,37.751,38.9014,33.749,-84.39,-97.822,-77.0504,-84.38798,14.012376850485,8.9612344082721,0.011183934906817,20.803432089922,14.017449745243,8.9658968327993,1,1
142.166.185.154,CA,CA,CA,CA,Fredericton,Fredericton,Fredericton,Dartmouth,45.95,45.8122,45.9454,44.67134,-66.67,-66.6784,-66.6656,-63.57719,0.13805578582588,0.0063655321851411,3.3467066037674,0.13381360170028,3.3044008539673,3.3408838967704,1,1
184.105.213.245,US,US,US,US,Chicago,,Charlotte,Fremont,41.88,37.751,35.2271,37.51798,-87.63,-97.822,-80.8431,-121.92949,10.996613342298,9.5038460646204,34.575746307788,17.165462895594,24.108616144866,41.150207464927,1,1
130.117.48.61,US,US,US,US,Atlanta,,Washington,New York City,33.76,37.751,38.9014,40.71427,-84.39,-97.822,-77.0504,-74.00597,14.012376850485,8.9612344082721,12.497597780126,20.803432089922,23.999671957212,3.5433108333591,1,1
66.163.71.90,CA,CA,CA,CA,Calgary,Vancouver,Vancouver,Calgary,51.05,49.282,49.2497,51.050743,-114.06,-123.1103,-123.1193,-114.07595,9.2213748481449,9.2364493491817,0.015967296233242,0.033530433936947,9.2058639856642,9.22095087886,1,1
154.54.24.205,US,US,US,US,Chicago,,Washington,Washington,41.88,37.751,38.9014,38.901566,-87.63,-97.822,-77.0504,-77.05078,10.996613342298,10.990905063733,10.990494297381,20.803432089922,20.803061851775,0.00041467577696955,1,1
64.230.87.249,CA,CA,CA,CA,Vanier,,Québec,Quebec,46.81,43.6319,46.8123,46.81228,-71.21,-79.3716,-71.2145,-71.21454,8.7585406415681,0.005053711507403,0.0050803543183569,8.7551827262485,8.755138193541,4.4721359548303E-5,1,1
66.163.65.5,US,CA,CA,CA,Chicago,Vancouver,Vancouver,Calgary,41.88,49.282,49.2497,51.050743,-87.63,-123.1103,-123.1193,-114.07595,36.244189770086,36.246419031126,27.990905640485,0.033530433936947,9.2058639856642,9.22095087886,0,0
154.54.31.102,US,US,US,US,Buffalo,,Washington,Washington,42.9,37.751,38.9014,38.901566,-78.85,-97.822,-77.0504,-77.05078,19.658305751005,4.3849016089303,4.3845942869045,20.803432089922,20.803061851775,0.00041467577696955,1,1
154.24.5.194,CA,US,US,US,Montreal,,Washington,Atlanta,45.51,37.751,38.9014,33.749,-73.55,-97.822,-77.0504,-84.38798,25.481994917981,7.4783951567164,15.993215170203,20.803432089922,14.017449745243,8.9658968327993,0,0
69.63.249.30,US,CA,CA,CA,Sterling,,Toronto,Toronto,39.04,43.6319,43.6827,43.67161,-77.49,-79.3716,-79.373,-79.37995,4.9624554577346,5.0100251785794,5.0023716569843,0.050819287677018,0.040578400658476,0.013087803482623,1,0
154.54.46.42,US,US,US,US,New York,,Washington,Washington,40.72,37.751,38.9014,38.901566,-74,-97.822,-77.0504,-77.05078,24.006304276169,3.5513724276679,3.5516138332814,20.803432089922,20.803061851775,0.00041467577696955,1,1
142.166.185.145,CA,CA,CA,CA,Saint John,Fredericton,St. John's,Dartmouth,45.28,45.8122,47.5649,44.67134,-66.06,-66.6784,-52.7093,-63.57719,0.81587707407427,13.544812973976,2.5563279311739,14.078626072881,3.3044008539673,11.246498233926,1,1
66.163.77.182,US,CA,CA,CA,Seattle,Winnipeg,Vancouver,Calgary,47.61,49.8179,49.2497,51.050743,-122.33,-97.1535,-123.1193,-114.07595,25.273127520353,1.8197831134506,8.9424858845038,25.972016111192,16.967298425652,9.22095087886,0,0
